url,name,ingredients,description
https://www.povarenok.ru/recipes/show/40294/,"Рис с мидиями и овощами ""Сердцем к сердцу""","{'Рис': '1 стак.', 'Морковь': '1 шт', 'Лук репчатый': '1 шт', 'Сельдерей черешковый': '1 шт', 'Мидии': '150 г', 'Уксус': '1 ч. л.', 'Перец болгарский': '0,5 шт', 'Масло оливковое': None, 'Чеснок': '2 зуб.', 'Соль': None, 'Перец черный': None}","Так хочется иногда устроить романтический ужин, а времени не хватает, кажется, что готовить долго.. А если приготовить всe за считанные минуты, а сэкономленное время посвятить любимому? Так гораздо лучше, не так ли? Попробуйте приготовить это блюдо, и Вы поймeте меня.. Готовится считанные минуты, а результат, просто замечательный! 
На конкурс ""Подари мне этот вечер""."
https://www.povarenok.ru/recipes/show/7650/,"Закуска ""Алые паруса""","{'Огурец': '3 шт', 'Помидор': '2 шт', 'Сыр твердый': '50 г', 'Майонез': '4 ст. л.', 'Зелень': None, 'Чеснок': '2 зуб.', 'Морковь': '1/2 шт', 'Яйцо куриное': '1/2 шт'}",Готовила ужин.. и что-то повеяло романтикой.. А тут еще овощи такие красочные попались и начинка вкусненькой получилась.. Судите сами
https://www.povarenok.ru/recipes/show/45364/,"Овощи под соусом ""Бешамель""","{'Кабачок': '1 кг', 'Капуста цветная': '1 кг', 'Морковь': '6-7 шт', 'Молоко': '400 мл', 'Бульон': '400 мл', 'Мука пшеничная': '3 ст. л.', 'Масло сливочное': '70 г', 'Сыр твердый': None}","Начинается сезон овощей. Все знают, что они полезны, но не все их любят в вареном или пареном виде. В том числе и мой сынуля. Пришлось выходить из положения вот каким способом..."
https://www.povarenok.ru/recipes/show/16381/,Пангасиус в слоеном тесте,"{'Соль': None, 'Перец черный': None, 'Тесто слоеное': '400 г', 'Филе рыбное': '1 кг'}","Это блюдо можно окрестить как ""рыбные пирожки"". В общем, не знаю даже, к какой кухне его отнести. Только вчера случайно сделал..."
https://www.povarenok.ru/recipes/show/160908/,"Салат с кальмарами ""Круиз""","{'Кальмар': '2 шт', 'Огурец маринованный': '2 шт', 'Яйцо куриное': '2 шт', 'Морковь': '1 шт', 'Лук репчатый': '1/2 шт', 'Лук зеленый': '4 шт', 'Майонез': '2 ст. л.', 'Горчица': '1 ч. л.', 'Укроп': None}","Салаты с морепродуктами очень популярны на Новогоднем столе. Попробуйте и этот оригинальный, остренький салатик с кальмарами."
https://www.povarenok.ru/recipes/show/12491/,"Пирог ""Дыхание осени""","{'Тесто слоеное': '1 упак.', 'Яблоко': '800 г', 'Груша': '250 г', 'Нектарин': '1 шт', 'Изюм': '70 г', 'Орехи': '30 г', 'Печенье': '30 г', 'Корица': '1 ч. л.', 'Мед': '2 ст. л.', 'Цедра лимона': None, 'Крахмал': '3 ст. л.', 'Мак': None, 'Яйцо куриное': '1 шт', 'Молоко': '1 ст. л.', 'Сахарная пудра': None}","За окном осень.. пора ярких цветов.. сочных.. спелых.. ароматных и вкусных фруктов... легкое нежное слоеное тесто и огромное количество фруктов (сочные груши.. хрустящие яблочки.. нежные нектарины).. немного изюма, орешков и печенья с медом, цедрой, лимонным соком и корицей... теста настолько мало, а начинки много, что те, кто не ест мучное могут позволить себе кусочек пирога, тесто можно отдать любимым мужчинам, а себе оставить вкуснейшую начинку БЕЗ САХАРА!
приготовление настолько простое, а результат такой хороший, что этот пирог стоит того, чтобы Вы его попробовали. Почувствуйте вкус и ароматы осени!!"
https://www.povarenok.ru/recipes/show/140349/,Кулич,"{'Мука пшеничная': '10 стак.', 'Молоко': '3 стак.', 'Дрожжи': '50 г', 'Яйцо куриное': '11 шт', 'Масло сливочное': '2 стак.', 'Сахар': '2 стак.', 'Ром': '1 стак.', 'Изюм': '100 г', 'Цедра лимона': '1 шт'}","Много лет пеку пасхальный кулич, который нравится всем, кого угощала. Рецепт кулича взят из книги ""Русская обрядовая кухня"". Полюбился этот кулич нашей семье с первого раза. Сегодня хочу поделиться этим замечательным рецептом."
https://www.povarenok.ru/recipes/show/75402/,"Булочки ""Бананчики""","{'Мука пшеничная': '2 стак.', 'Молоко': '0,5 стак.', 'Сахар': '0,75 стак.', 'Масло сливочное': '50 г', 'Дрожжи': '1 ч. л.', 'Яйцо куриное': '4 шт', 'Соль': None, 'Крахмал кукурузный': '2 ст. л.', 'Банан': '400 г', 'Лимон': '0,5 ч. л.', 'Сыворотка': '1 стак.', 'Ванилин': None, 'Сахарная пудра': '3 ст. л.'}","Сладкие булочки, похожие формой на бананы, с банановой же начинкой и заварным кремом."
https://www.povarenok.ru/recipes/show/23052/,Картофельный хлебец,"{'Мука пшеничная': '175 г', 'Лук репчатый': '1 шт', 'Порошок пекарский': '2 пач.', 'Перец красный жгучий': None, 'Яйцо куриное': '1', 'Горчица': '1 ст. л.', 'Молоко': '1 ст. л.', 'Сыр твердый': '100 г', 'Картофель': '1 шт'}","рецептик этот я увидела относительно давно у Д. Малаховой он мне очень понравился и этот был мой первый опыт вообще с тестом, до этого я как то не решалась, решившись я не пожалела. Аромат я вам скажу стоял отличный впрочем как и вкус. Выношу на ваш суд))"
https://www.povarenok.ru/recipes/show/57460/,Жаркое из свинины с бананами,"{'Свинина': '4 шт', 'Лук репчатый': '2 шт', 'Перец болгарский': '4 шт', 'Банан': '4 шт', 'Перец черный': None, 'Соль': None, 'Масло растительное': None, 'Зелень': None}","Рецепт вкусного, ароматного мяса с пряным сладковатым вкусом. 
Этот рецепт был размещен на сайте в 2008 году пользователем ЮРИСТИК и иллюстрирован мною в рамках акции ""Раскраски"". 
Этот рецепт посвящаю создателям акции ""Раскраски"", всем участникам, и особенно поваренку Ася-нн, благодаря которой я и начала участвовать в данной акции!"
https://www.povarenok.ru/recipes/show/162403/,Рулет яичный с сыром и морковью,"{'Яйцо куриное': '3 шт', 'Сметана': '60 г', 'Сыр полутвердый': '100 г', 'Морковь': '60 г', 'Филе куриное': '60 г', 'Чеснок': '1 зуб.', 'Орехи грецкие': '15 г', 'Укроп': '2 веточ.', 'Майонез': '2 ст. л.', 'Перец черный': 'по вкусу'}","Яичный рулет с сыром, морковью, курицей, орехами и чесноком. Вкусная, сытная, несложная и быстрая в приготовлении закуска, которая украсит и повседневное застолье, и в праздник будет уместна. Попробуйте!"
https://www.povarenok.ru/recipes/show/95507/,Остро-пряный печеный картофель с мятой,"{'Масло подсолнечное': '2 ст. л.', 'Картофель': '500 г', 'Мята': '2 шт', 'Имбирь': '1 ст. л.', 'Горчица': '1 ч. л.', 'Перец красный жгучий': '1/10 шт', 'Чеснок': '2 зуб.', 'Лимон': '1/4 шт', 'Соль': '1/2 ч. л.', 'Перец черный': '1/4 ч. л.', 'Зира': '1/2 ч. л.'}","Для любителей картофеля очень пикантное, насыщенное вкусовыми ощущениями блюдо. 
Если вы не верите, что картофель сочетается с мятой, то проверьте сами.
Благодаря специям, приправам и мяте получается очень ароматный картофель.
Его можно есть как самостоятельное блюдо и как гарнир."
https://www.povarenok.ru/recipes/show/109738/,Оладьи из кабачков и киноа,"{'Киноа': '100 г', 'Вода': '200 мл', 'Кабачок': '400 г', 'Чеснок': '2 зуб.', 'Мука пшеничная': '60 г', 'Яйцо куриное': '1 шт', 'Сметана': '1 ст. л.', 'Соль': None, 'Перец черный': None}","Предлагаю Вам попробовать интересный вкус оладушек из кабачков и киноа. Сочетание очень интересное, а главное вкусно. Приглашаю Вас угоститься!!!"
https://www.povarenok.ru/recipes/show/25077/,"Помидорки фаршированые  ""По волнам своей памяти ""","{'Помидор': '1 шт', 'Брынза': '50 г', 'Майонез': '20 г', 'Огурец': None, 'Чеснок': '1 зуб.'}",Моя мамочка обожала брынзу и меня приучила. Вспомнила детство и отпускаю кораблики с брынзой по волнам моей памяти. Острая закуска под водочку.
https://www.povarenok.ru/recipes/show/6947/,Фаршированные шампиньоны,"{'Шампиньоны': None, 'Кукуруза': None, 'Горошек зеленый': None, 'Морковь': None, 'Лук репчатый': None, 'Сырок плавленый': None, 'Специи': None}",Еще одна вариация на общеизвестную тему... :))
https://www.povarenok.ru/recipes/show/18702/,"Суп ""Эх, лето""","{'Филе куриное': '400 г', 'Яйцо куриное': '2-3 шт', 'Кости': '1-2 шт', 'Лук репчатый': '1 шт', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Картофель': '5-6 шт', 'Щавель': '1 бан.', 'Морковь': '2 шт', 'Лист лавровый': '2 шт'}","Перед тем как начать готовить, закройте шторы..."
https://www.povarenok.ru/recipes/show/109822/,Гречневая запеканка с кабачком в омлете,"{'Каша': '2 стак.', 'Яйцо куриное': '3 шт', 'Кабачок': '1 шт', 'Соль': None, 'Масло растительное': None, 'Молоко': '50 мл', 'Сыр плавленый': '0.5 шт', 'Укроп': '3 ст. л.'}","У нас начался сезон кабачков... А вчера так захотелось чего-то простого, сытного, но при этом необычного... Таким образом была придумана эта вкуснейшая запеканка.
Мне и моей семье настолько понравилось, что эта запеканка будет частым гостем на нашем столе.
И к тому же, продукты для запеканки найдутся у всех. Просто, сытно, вкусно и красиво."
https://www.povarenok.ru/recipes/show/77863/,Осьминог в вине с травами,"{'Осьминог': '4 шт', 'Вино белое полусухое': '100 мл', 'Масло оливковое': '50 мл', 'Специи': '10 г', 'Томатная паста': '60 мл', 'Лук красный': '1 шт'}","Друзья, пару дней назад мы вернулись с удивительного острова Санторини. Многие знают, что Греция - это гастрономический рай, но именно Санторини в 2013 году является гастрономической столицей Греции. Спешу поделиться с Вами простыми и вкусными рецептами греческих блюд, которые мы попробовали в кафе и повторили на нашей кухоньке в Греции. Добро пожаловать!"
https://www.povarenok.ru/recipes/show/1239/,Картофельные оладьи с семгой,"{'Картофель': '3 шт', 'Семга': '200 г', 'Крахмал': '4 ч. л.', 'Соль': None, 'Перец черный': None, 'Масло растительное': None}",Вкусные и сытные оладушки с явным вкусом жареной сeмги.
https://www.povarenok.ru/recipes/show/47192/,Курица в шоколадном соусе,"{'Бедро куриное': '1 кг', 'Мука пшеничная': '1 ч. л.', 'Масло растительное': None, 'Лук репчатый': '1 шт', 'Чеснок': '3-4 зуб.', 'Перец красный жгучий': '1 шт', 'Помидор': '2-3 шт', 'Бульон': '250 мл', 'Орехи': '50 г', 'Кориандр': '1 ч. л.', 'Шоколад молочный': '50 г', 'Специи': None}","Этот рецепт из ""Коллекции рецептов Школы Гастронома"". Распечатала его давно, но никак не решалась его сделать. А потом подумала: а почему бы и нет. Ведь я пробовала куриную грудку в какао (рецепт Лейлы), курицу в кофе (тоже рецепт с нашего сайта), надо попробовать сделать и с шоколадом. 
Решила - сделала. 
Соус получился очень ароматный, присутствует запах шоколада, но..... когда кушаешь, то очень сложно определить его наличие. А в сочетании с курочкой - это просто сказка(имхо). Блюдо понравилось всей нашей семье."
https://www.povarenok.ru/recipes/show/105989/,"Колбаса ""Пасхальная""","{'Свинина': '1500 г', 'Зира': '1 ст. л.', 'Розмарин': '2 ч. л.', 'Кориандр': '3 ч. л.', 'Перец черный': '3 ч. л.', 'Перец красный жгучий': '1 ч. л.', 'Кишки': '1 упак.', 'Чеснок': '2 шт', 'Соль': '3 ч. л.'}","Первый раз сделала колбаску!! Ура-ура! Получилась великолепная!! Приглашаю всех разделить мою радость и угоститься вкуснятиной с Украины!
 (Заодно оцените и скатерть-вышивала сама)"
https://www.povarenok.ru/recipes/show/41065/,Косулья ножка запеченная,"{'Мясо': '2-2,5 кг', 'Чеснок': '5-6 зуб.', 'Морковь': '2 шт', 'Сало': '150-200 г', 'Специи': None, 'Сметана': '2 ст. л.', 'Майонез': '2 ст. л.', 'Соевый соус': '2 ст. л.', 'Варенье': '1 ч. л.', 'Лук репчатый': '3 шт'}","Как на мужнины именины запекли мы мяско, добытое моим охотником."
https://www.povarenok.ru/recipes/show/159216/,Вяленая форель,"{'Форель': '1 кг', 'Соль': '2 ст. л.', 'Сахар': '1 ч. л.', 'Перец черный': '1/2 ч. л.'}","Всегда считала, что вяленый рыбчик и шамайка - две самые вкусные вяленые рыбки. Ошибалась. В этом году был произведен эксперимент с форелью, который превзошёл все ожидания, хотя мне все говорили, что форель не вялят. Вкуснее вяленой рыбы я еще не пробовала, поэтому заходите и угощайтесь!"
https://www.povarenok.ru/recipes/show/151509/,Овощной салат с сельдью и фасолью,"{'Сельдь': '1 шт', 'Лук красный': '1 шт', 'Чеснок': '1 зуб.', 'Фасоль консервированная': '1 бан.', 'Перец болгарский': '2 шт', 'Помидор': '3 шт', 'Масло подсолнечное': '3 ст. л.', 'Уксус': '4 ст. л.', 'Сахар': '1/2 ч. л.', 'Зелень': '1 пуч.'}","Очень красивый, яркий салатик! Аромат маринада никого не оставляет равнодушным! Необычное сочетание: фасоль, селёдка, сочные овощи и зелень, лёгкий маринад с ноткой чеснока - это очень вкусно!"
https://www.povarenok.ru/recipes/show/6114/,Котлетки по-киевски,"{'Филе куриное': '6 шт', 'Масло сливочное': '200 г', 'Яйцо куриное': '4 шт', 'Сухари панировочные': None, 'Соль': None, 'Перец черный': None, 'Укроп': '1 шт', 'Масло растительное': '1 л'}","Немножко повозиться, конечно, надо, НО оно того стоит. Обожаю котлеты по-киевски. Как я их готовлю."
https://www.povarenok.ru/recipes/show/71674/,Губадия с мясом по-царски,"{'Говядина': '500 г', 'Рис': '300 г', 'Лук репчатый': '2 шт', 'Яйцо куриное': '8 шт', 'Масло сливочное': '300 г', 'Масло растительное': '50 г', 'Мука пшеничная': '600 г', 'Сливки': '150 мл', 'Сахар': '1 ст. л.', 'Курага': '70 г', 'Чернослив': '70 г', 'Изюм': '70 г', 'Соль': None, 'Перец черный': None, 'Помидоры черри': '3 шт', 'Лук зеленый': '0,5 пуч.'}","Губадия -это царский пирог, который печется по особым случаям, это гордость татарской кухни. Думаю, и для нашего праздника он будет хорош. Когда в журнале ""Школа гастронома"" я увидела рецепт, то решила познакомиться с блюдом этой национальной кухни поближе и приготовила данный пирог на ужин."
https://www.povarenok.ru/recipes/show/27687/,"""Классный улов""","{'Мука пшеничная': '600 г', 'Молоко': '300 г', 'Масло сливочное': '60 г', 'Дрожжи': '5 г', 'Специи': None, 'Рыба': '500 г', 'Лук репчатый': '200 г', 'Сыр твердый': '100 г', 'Масло растительное': None}","Последнее время у меня больше предпочтение к рыбе. И я Вашему вниманию предлагаю замечательное блюдо - пирог с рыбой. Для конкурса""В мире животных"". Ну рыба-так рыба. Получилась красотка хоть куда. Но вырвалась из сетей, и только еe и видели."
https://www.povarenok.ru/recipes/show/110354/,"Салат ""Курица в огороде""","{'Окорочок куриный': '2 шт', 'Огурец': '1 шт', 'Капуста белокочанная': '80 г', 'Перец болгарский': '1 шт', 'Зелень': '0,5 пуч.', 'Помидор': '1 шт', 'Морковь': '1 шт', 'Свекла': '1 шт', 'Редис': '7 шт', 'Соевый соус': '2 ст. л.', 'Майонез': None, 'Соль': None}","Когда на застолье мои гости узнают название этого салата, на лицах всегда появляются улыбки, и салат съедается в первую очередь))) Название полностью себя оправдывает, а вкус салата превосходен. Ингредиенты в салате можно менять по вкусу, но я предпочитаю готовить именно в таком варианте."
https://www.povarenok.ru/recipes/show/165959/,Варенье из желтой черешни,"{'Черешня': '2 кг', 'Сахар': '2 кг'}","Получается варенье из желтой черешни очень вкусным, красивым и ароматным. Закатывать его на зиму в банки можно с любым объемом."
https://www.povarenok.ru/recipes/show/8701/,Котлеты с начинкой из маслин и сыра,"{'Фарш мясной': '300 г', 'Яйцо куриное': '1 шт', 'Чеснок': '1 зуб.', 'Сыр твердый': '100 г', 'Помидор': '1 шт', 'Маслины': '9 шт', 'Соль': None, 'Перец черный': None, 'Масло растительное': None, 'Мука пшеничная': None}","Читала на разных кулинарных сайтах про куриные котлеты с оливками. Я решила сделать котлеты говяжьи с маслинами. Результатом довольна, чем с вами и делюсь."
https://www.povarenok.ru/recipes/show/42368/,"Торт ""Машинка""","{'Мука пшеничная': '1 стак.', 'Сахар': '1 стак.', 'Яйцо куриное': '3 шт', 'Сода гашеная уксусом': None, 'Крем': '1 упак.', 'Краситель пищевой': None, 'Печенье': '1 упак.', 'Фрукты': None}","Делала тортик давно (когда ребенку исполнилось 2 года). 
Рецепт простой, и под силу всем и каждому."
https://www.povarenok.ru/recipes/show/26432/,Сдобные рогалики с шоколадом,"{'Мука пшеничная': '1 кг', 'Дрожжи': '50 г', 'Соль': '10 г', 'Масло сливочное': '200 г', 'Желток яичный': '6 шт', 'Ванилин': '1 пакет.', 'Молоко': None, 'Шоколад темный': '200 г', 'Сахарная пудра': None, 'Сахар': '100 г'}","Сдобное тесто, черный шокодад, вкуснятина!"
https://www.povarenok.ru/recipes/show/152897/,Кексы с лаймовой глазурью,"{'Яйцо куриное': '2 шт', 'Мука пшеничная': '1 стак.', 'Сахар': '0,75 стак.', 'Разрыхлитель теста': '1 ч. л.', 'Масло сливочное': '50 г', 'Слива': '3 шт', 'Сахарная пудра': '3 ст. л.', 'Сок': '1 ст. л.', 'Шоколад молочный': 'по вкусу', 'Арахис': 'по вкусу'}","Предлагаю испечь к семейному чаепитию вкусные и мягкие кексы. Готовятся они на бисквитном тесте, а сверху украшаются лаймовой глазурью. Соленый арахис, лаймовая глазурь и шоколад - это удачное сочетание!"
https://www.povarenok.ru/recipes/show/154874/,Меренги с джемом,"{'Белок яичный': '90 г', 'Сахар': '90 г', 'Крахмал кукурузный': '1 ч. л.', 'Сок лимонный': '0,5 ч. л.', 'Масло сливочное': '100 г', 'Сахарная пудра': '1 ст. л.', 'Ванилин': '0,2 ч. л.', 'Джем': '2 ст. л.'}","Приближается Новый год, поэтому надо уже думать о том, какие блюда будут на праздничном столе. Нравятся легкие десерты, которые украсят стол, порадуют своим вкусом. Меренги с джемом - это десерт, который полностью соответствует моему вкусу."
https://www.povarenok.ru/recipes/show/116265/,"Кимчи из огурцов ""Ои Собаги""","{'Огурец': '10 шт', 'Морковь': '1 шт', 'Чеснок': '4 зуб.', 'Лук репчатый': '1 шт', 'Соус': '3 ст. л.', 'Соль': '2 ч. л.', 'Сахар': '1 ч. л.', 'Перец красный жгучий': '1 ч. л.', 'Паприка сладкая': '1 ст. л.', 'Кунжут': '1 ст. л.'}","Ои собаги - это кимчхи из огурцов. Это распространенная корейская закуска панчхан, подается в качестве приложения к основному блюду. В меру острое, немного пряное и очень приятное на вкус — такое кимчхи из огурцов готовится быстро, может использоваться в пищу сразу после приготовления, достойная замена малосольным огурцам.
Рецепт не совсем традиционен, обычно в начинке используется зеленый, а не репчатый лук"
https://www.povarenok.ru/recipes/show/37217/,"Салат ""Чебурашка""","{'Сыр твердый': '150 г', 'Чернослив': '100-150 г', 'Яблоко': '2 шт', 'Майонез': None, 'Яйцо куриное': '4 шт', 'Зелень': None, 'Орехи грецкие': '50 г'}","Hежный, необычный, слоеный, понравится и взрослым детям."
https://www.povarenok.ru/recipes/show/151308/,Жаркое со свининой и картофелем,"{'Картофель': '500 г', 'Мясо': '300 г', 'Лук репчатый': '200 г', 'Масло сливочное': '25 г', 'Масло оливковое': '1 ст. л.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Петрушка': '1 ст. л.', 'Бекон': '75 г', 'Яйцо куриное': '4...8 шт', 'Фасоль стручковая': None, 'Свекла': None, 'Соус': None}","Pyttipanna. Рецепт из книги ""Скандинавская кухня"".
В переводе с норвежского и шведского это блюдо называется «кусочки в горшке». В Дании то же блюдо зовётся Biksemad, что значит «мешанина». Отличный способ пустить в дело остатки запечённого мяса. В Швеции жаркое чаще всего делают на основе телятины или говядины и добавляют в конце немного сливок."
https://www.povarenok.ru/recipes/show/76546/,Адыгейский сыр на гриле с брусничным соусом,"{'Сыр адыгейский': '250 г', 'Брусника': '200 г', 'Вода': '0,5 стак.', 'Сахар': '3 ст. л.', 'Коньяк': '1 ст. л.'}","Я уверена, что этот рецепт понравится всем любителям сыра. А на гриле да со вкусным ягодным соусом получается невозможно вкусно!"
https://www.povarenok.ru/recipes/show/73245/,Зразы с омлетом и грибами,"{'Фарш мясной': '500 г', 'Лук репчатый': '2 шт', 'Грибы': '250 г', 'Яйцо куриное': '6 шт', 'Хлеб': '1 ломт.', 'Молоко': '30 мл', 'Соль': None, 'Специи': None, 'Масло растительное': None}",Вкусные зразы!
https://www.povarenok.ru/recipes/show/23529/,"Салат ""Настроение""","{'Помидор': '3 шт', 'Огурец': '2 шт', 'Горошек зеленый': '1/2 упак.', 'Творог': '200 г', 'Лук зеленый': None, 'Укроп': None, 'Майонез': None, 'Соль': None}","Готовится салатик очень быстро, он прост и вкусен. Попробуйте!"
https://www.povarenok.ru/recipes/show/140750/,Сельдь в горчичном маринаде,"{'Сельдь': '1 шт', 'Горчица': '2 ст. л.', 'Лук репчатый': '1 шт', 'Лимон': '0.5 шт', 'Сахар': '1 ч. л.', 'Масло подсолнечное': '3 ст. л.'}","Этот вариант сельди в горчичном маринаде готовится с двумя видами горчицы: русской и французской. У меня в семье очень любят селёдку, приготовленную по этому рецепту, поэтому с удовольствием делюсь с вами, дорогие поварята!"
https://www.povarenok.ru/recipes/show/57801/,Суп с фрикадельками,"{'Фарш мясной': '450 г', 'Картофель': '4 шт', 'Морковь': '2 шт', 'Чеснок': '3 зуб.', 'Рис': None, 'Перец красный жгучий': '2 шт', 'Лист лавровый': '2 шт', 'Специи': None, 'Зелень': None}","Захотелось супа с фрикадельками, и конечно, вариантов существует много и каждый раз суп получается по-разному. Вот добавляю свой сегодняшний рецепт."
https://www.povarenok.ru/recipes/show/25718/,"Печенье с начинкой ""Лимонное солнышко""","{'Мука пшеничная': '250 г', 'Маргарин': '100 г', 'Йогурт': '100 мл', 'Цедра лимона': '1 шт', 'Разрыхлитель теста': '1 ч. л.', 'Сахар': '0,5 стак.', 'Соль': None, 'Джем': '3 ст. л.', 'Орехи грецкие': '50 г'}","Нежное, рассыпчатое печенье на йогурте, с лимонным вкусом и начинкой из джема с орешками. 
На конкурс ""Silver Line на радость детям""."
https://www.povarenok.ru/recipes/show/151559/,Щавельник с крапивой,"{'Щавель': '1 пуч.', 'Крапива': '1 пуч.', 'Бульон': '1.2 л', 'Мясо': '300 г', 'Картофель': '3 шт', 'Капуста кольраби': '2 шт', 'Лук зеленый': '0.5 пуч.', 'Соль': '0.5 ч. л.', 'Яйцо куриное': '7 шт', 'Сметана': '7 ст. л.', 'Укроп': '3 веточ.'}","Супчик с первой молодой зеленью, богатый витаминами и микроэлементами, имеет много вариаций. Приглашаю убедится на собственном опыте, как вкусно можно приготовить первое из крапивы и щавеля."
https://www.povarenok.ru/recipes/show/111634/,Кабачковый торт с домашней начинкой,"{'Мука пшеничная': '200 г', 'Кабачок': '1 кг', 'Паштет': '250 г', 'Майонез': '100 г', 'Помидор': '4 шт', 'Чеснок': '4 зуб.', 'Яйцо куриное': '4 шт', 'Лук зеленый': '30 г', 'Зелень': '30 г', 'Соль': '1 ч. л.', 'Перец черный': '1/2 ч. л.', 'Яйцо перепелиное': '6 шт'}","Сочный помидор, нежные коржи из кабачка, пропитанные остреньким чесночным соусом, дополнены свежим печеночным паштетом. Зеленый лук, петрушка и укроп, добавят новые нотки запаха и положительные вкусовые переживания. 
Осторожно! Возможно, не стоит готовить кабачковый торт, если Вы очень голодны. Может случиться так, что Вы съедите ингредиенты раньше, чем сможете закончить приготовление блюда! :) 
Я использовала майонез и печеночный паштет собственного приготовления. Так мне нравится больше! Подробнее об этом - в видео-рецепте."
https://www.povarenok.ru/recipes/show/148349/,Крабовый салат по-новому,"{'Крабовые палочки': '1 упак.', 'Майонез': 'по вкусу', 'Креветки': '2 горст.', 'Мидии': '2 горст.', 'Соевый соус': '1,5 ст. л.', 'Масло кунжутное': '0,5 ст. л.', 'Яйцо куриное': '3 шт', 'Кукуруза': '1 бан.', 'Рис': '0,5 стак.', 'Лук зеленый': '0,5 пуч.', 'Пармезан': 'по вкусу', 'Икра красная': 'по вкусу'}","Представляю вашему вниманию знакомый всем салат с крабовыми палочками в улучшеном варианте. Если добавить в него немного креветок и мидий, блюдо заиграет по-новому."
https://www.povarenok.ru/recipes/show/133742/,Свинина в ядреном соево-винном маринаде,"{'Свинина': '1500 г', 'Лук репчатый': '2 шт', 'Чеснок': '7 зуб.', 'Имбирь': '20 г', 'Соевый соус': '100 мл', 'Вино красное сухое': '150 мл', 'Горчица': '2 ст. л.', 'Мед': '2 ст. л.', 'Соль': None, 'Зелень': None, 'Масло растительное': '50 мл', 'Вода': '0.5 стак.'}","Ядреным этот маринад я назвала потому, что при его приготовлении от лука слезы текут ручьем, а горчица в носик бьет, но какое вкусное и нежное получается мясо! Приготовить и попробовать такую свинину однозначно стоит! Это не сложно, но результат превосходный. Заходите ко мне в гости, я поделюсь с вами рецептом)"
https://www.povarenok.ru/recipes/show/14210/,Грибной суп,"{'Вода': '2 л', 'Морковь': '1 шт', 'Лук репчатый': '1 шт', 'Орехи грецкие': '1 стак.', 'Перец черный': None, 'Розмарин': None, 'Петрушка': None, 'Соль': None, 'Хлопья овсяные': None, 'Грибы': None}",вкусно
https://www.povarenok.ru/recipes/show/71629/,"Закуска ""Торнадо""","{'Рис': '1 стак.', 'Шпроты': '1 бан.', 'Кукуруза': '1 бан.', 'Яйцо куриное': '5 шт', 'Лук репчатый': '1 шт', 'Орехи грецкие': '1 стак.', 'Сыр голландский': '150 г', 'Масло растительное': '60 мл', 'Мед': '50 г', 'Сок лимонный': '50 мл', 'Чеснок': '4 дол.', 'Соль': None, 'Перец душистый': None}","Главная ""изюминка"" этой закуски - сладковатая заправка! Если вы не боитесь экспериментировать со вкусовыми ощущениями, советую попробовать!"
https://www.povarenok.ru/recipes/show/64668/,"Хлебцы ""Хворостинки""","{'Вода': '1 стак.', 'Масло растительное': '2/3 стак.', 'Мука пшеничная': '3 стак.', 'Соль': '1 ч. л.', 'Паприка сладкая': '1 ч. л.', 'Чеснок': 'по вкусу', 'Петрушка': 'по вкусу', 'Кунжут': 'по вкусу', 'Чай черный': None}","Постные легкие, хрустящие хлебцы с универсальным вкусом - хоть к чаю, хоть к пиву, хоть к кофе, хоть к борщу))
Технология проста, как мычание, продукты - доступней некуда. 
Но почему-то они всегда производят ажиотаж среди едоков - именно поэтому решила выложить рецепт, надеюсь, кому-нибудь пригодится - в пост и не только."
https://www.povarenok.ru/recipes/show/39105/,Бутерброды на обжареном хлебе с помидорами,"{'Багет': None, 'Масло сливочное': None, 'Помидор': None, 'Майонез': None, 'Чеснок': None, 'Соль': None}","Может такие бутербродики уже есть на сайте, но я как-то не встретила."
https://www.povarenok.ru/recipes/show/84804/,Камдича или салат из картофеля по-корейски,"{'Картофель': '700 г', 'Чеснок': '2 зуб.', 'Соевый соус': '1 ст. л.', 'Соль': '1/2 ст. л.', 'Перец красный жгучий': '1 ст. л.', 'Масло растительное': '75 мл'}",Предлагаю вашему вниманию острый салат из картофеля.
https://www.povarenok.ru/recipes/show/69586/,Индейка с сосисками и грудинкой,"{'Индейка': '3,5-4 кг', 'Сосиска': '8-10 шт', 'Лимон': '0,5 шт', 'Соус': '3-4 ст. л.', 'Соевый соус': '80-100 мл', 'Масло сливочное': '50 г', 'Специи': '1 ч. л.', 'Грудинка': '50-100 г'}",Продолжаю публикацию рецептов...
https://www.povarenok.ru/recipes/show/66154/,Соленая семга,"{'Семга': '1 кг', 'Соль': '15 ст. л.', 'Сахар': '3 ст. л.', 'Перец черный': '3 ст. л.', 'Укроп': '0,5 пуч.', 'Лимон': '0,5 шт'}","Для любителей соленой рыбки, идеально к пиву."
