;Выжившие;КлассПассажира;Пол;Возраст;Сибсп;Пергамент;Билет;Стоимость;Купе;Погружены
818;0;3;male;1979.0;0;0;C 7075;6.45;B96 B98;S
819;0;3;male;2012.0;3;2;347088;27.9;B96 B98;S
820;1;1;female;1970.0;1;1;12749;93.5;B69;S
821;1;3;male;1995.0;0;0;315098;8.6625;B96 B98;S
822;0;1;male;1984.0;0;0;19972;0.0;B96 B98;S
823;1;3;female;1995.0;0;1;392096;12.475;E121;S
824;0;3;male;2020.0;4;1;3101295;39.6875;B96 B98;S
825;0;3;male;1992.3008823529412;0;0;368323;6.95;B96 B98;Q
826;0;3;male;1992.3008823529412;0;0;1601;56.4958;B96 B98;S
827;1;2;male;2021.0;0;2;S.C./PARIS 2079;37.0042;B96 B98;C
828;1;3;male;1992.3008823529412;0;0;367228;7.75;B96 B98;Q
829;1;1;female;1960.0;0;0;113572;80.0;B28;S
830;1;3;female;2007.0;1;0;2659;14.4542;B96 B98;C
831;1;2;male;2021.17;1;1;29106;18.75;B96 B98;S
832;0;3;male;1992.3008823529412;0;0;2671;7.2292;B96 B98;C
833;0;3;male;1999.0;0;0;347468;7.8542;B96 B98;S
834;0;3;male;2004.0;0;0;2223;8.3;B96 B98;S
835;1;1;female;1983.0;1;1;PC 17756;83.1583;E49;C
836;0;3;male;2001.0;0;0;315097;8.6625;B96 B98;S
837;0;3;male;1992.3008823529412;0;0;392092;8.05;B96 B98;S
838;1;3;male;1990.0;0;0;1601;56.4958;B96 B98;S
839;1;1;male;1992.3008823529412;0;0;11774;29.7;C47;C
840;0;3;male;2002.0;0;0;SOTON/O2 3101287;7.925;B96 B98;S
841;0;2;male;2006.0;0;0;S.O./P.P. 3;10.5;B96 B98;S
842;1;1;female;1992.0;0;0;113798;31.0;B96 B98;C
843;0;3;male;1987.5;0;0;2683;6.4375;B96 B98;C
844;0;3;male;2005.0;0;0;315090;8.6625;B96 B98;S
845;0;3;male;1980.0;0;0;C.A. 5547;7.55;B96 B98;S
846;0;3;male;1992.3008823529412;8;2;CA. 2343;69.55;B96 B98;S
847;0;3;male;1987.0;0;0;349213;7.8958;B96 B98;C
848;0;2;male;1994.0;0;1;248727;33.0;B96 B98;S
849;1;1;female;1992.3008823529412;1;0;17453;89.1042;C92;C
850;0;3;male;2018.0;4;2;347082;31.275;B96 B98;S
851;0;3;male;1948.0;0;0;347060;7.775;B96 B98;S
852;0;3;female;2013.0;1;1;2678;15.2458;B96 B98;C
853;1;1;female;2006.0;0;1;PC 17592;39.4;D28;S
854;0;2;female;1978.0;1;0;244252;26.0;B96 B98;S
855;1;3;female;2004.0;0;1;392091;9.35;B96 B98;S
856;1;1;female;1977.0;1;1;36928;164.8667;B96 B98;S
857;1;1;male;1971.0;0;0;113055;26.55;E17;S
858;1;3;female;1998.0;0;3;2666;19.2583;B96 B98;C
859;0;3;male;1992.3008823529412;0;0;2629;7.2292;B96 B98;C
860;0;3;male;1981.0;2;0;350026;14.1083;B96 B98;S
861;0;2;male;2001.0;1;0;28134;11.5;B96 B98;S
862;1;1;female;1974.0;0;0;17466;25.9292;D17;S
863;0;3;female;1992.3008823529412;8;2;CA. 2343;69.55;B96 B98;S
864;0;2;male;1998.0;0;0;233866;13.0;B96 B98;S
865;1;2;female;1980.0;0;0;236852;13.0;B96 B98;S
866;1;2;female;1995.0;1;0;SC/PARIS 2149;13.8583;B96 B98;C
867;0;1;male;1991.0;0;0;PC 17590;50.4958;A24;S
868;0;3;male;1992.3008823529412;0;0;345777;9.5;B96 B98;S
869;1;3;male;2018.0;1;1;347742;11.1333;B96 B98;S
870;0;3;male;1996.0;0;0;349248;7.8958;B96 B98;S
871;1;1;female;1975.0;1;1;11751;52.5542;D35;S
872;0;1;male;1989.0;0;0;695;5.0;B51 B53 B55;S
873;0;3;male;1975.0;0;0;345765;9.0;B96 B98;S
874;1;2;female;1994.0;1;0;P/PP 3381;24.0;B96 B98;C
875;1;3;female;2007.0;0;0;2667;7.225;B96 B98;C
876;0;3;male;2002.0;0;0;7534;9.8458;B96 B98;S
877;0;3;male;2003.0;0;0;349212;7.8958;B96 B98;S
878;0;3;male;1992.3008823529412;0;0;349217;7.8958;B96 B98;S
879;1;1;female;1966.0;0;1;11767;83.1583;C50;C
880;1;2;female;1997.0;0;1;230433;26.0;B96 B98;S
881;0;3;male;1989.0;0;0;349257;7.8958;B96 B98;S
882;0;3;female;2000.0;0;0;7552;10.5167;B96 B98;S
883;0;2;male;1994.0;0;0;C.A./SOTON 34068;10.5;B96 B98;S
884;0;3;male;1997.0;0;0;SOTON/OQ 392076;7.05;B96 B98;S
885;0;3;female;1983.0;0;5;382652;29.125;B96 B98;Q
886;0;2;male;1995.0;0;0;211536;13.0;B96 B98;S
887;1;1;female;2003.0;0;0;112053;30.0;B42;S
888;0;3;female;1992.3008823529412;1;2;W./C. 6607;23.45;B96 B98;S
889;1;1;male;1996.0;0;0;111369;30.0;C148;C
890;0;3;male;1990.0;0;0;370376;7.75;B96 B98;Q
